"","run_id","date","time","model","5000901651","5001536933","5032512426","5037710835","5043632498","5046315734","5061242206","5066175077","5071105677","5091196459","5103436661","5109805546","5110436352","5111557554","NA"
"1","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"2","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"3","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"4","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"5","l31_70_top5_1209_00","2024-12-09","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"6","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"7","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"8","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"9","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"10","l31_70_top5_1209_08","2024-12-09","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"11","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"12","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"13","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"14","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"15","l31_70_top5_1209_16","2024-12-09","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"16","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"17","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"18","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"19","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"20","l31_70_top5_1210_00","2024-12-10","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"21","l31_70_top5_1210_08","2024-12-10","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"22","l31_70_top5_1210_08","2024-12-10","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"23","l31_70_top5_1210_08","2024-12-10","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"24","l31_70_top5_1210_08","2024-12-10","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"25","l31_70_top5_1210_08","2024-12-10","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"26","l31_70_top5_1210_16","2024-12-10","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"27","l31_70_top5_1210_16","2024-12-10","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"28","l31_70_top5_1210_16","2024-12-10","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"29","l31_70_top5_1210_16","2024-12-10","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"30","l31_70_top5_1210_16","2024-12-10","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"31","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"32","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"33","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"34","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"35","l31_70_top5_1211_00","2024-12-11","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"36","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"37","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"38","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"39","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"40","l31_70_top5_1211_08","2024-12-11","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"41","l31_70_top5_1211_16","2024-12-11","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"42","l31_70_top5_1211_16","2024-12-11","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"43","l31_70_top5_1211_16","2024-12-11","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"44","l31_70_top5_1211_16","2024-12-11","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"45","l31_70_top5_1211_16","2024-12-11","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"46","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"47","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"48","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"49","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"50","l31_70_top5_1212_00","2024-12-12","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"51","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"52","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"53","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"54","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"55","l31_70_top5_1212_08","2024-12-12","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"56","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"57","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"58","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"59","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"60","l31_70_top5_1212_16","2024-12-12","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"61","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"62","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"63","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"64","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"65","l31_70_top5_1213_00","2024-12-13","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"66","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"67","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"68","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"69","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"70","l31_70_top5_1213_08","2024-12-13","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"71","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"72","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"73","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"74","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"75","l31_70_top5_1213_16","2024-12-13","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"76","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"77","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"78","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"79","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"80","l31_70_top5_1214_00","2024-12-14","00:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"81","l31_70_top5_1214_08","2024-12-14","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"82","l31_70_top5_1214_08","2024-12-14","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"83","l31_70_top5_1214_08","2024-12-14","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"84","l31_70_top5_1214_08","2024-12-14","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"85","l31_70_top5_1214_08","2024-12-14","08:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"86","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"87","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"88","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"89","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"90","l31_70_top5_1214_16","2024-12-14","16:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"91","l31_70_top5_1215_00","2024-12-15","00:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"92","l31_70_top5_1215_00","2024-12-15","00:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"93","l31_70_top5_1215_00","2024-12-15","00:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"94","l31_70_top5_1215_00","2024-12-15","00:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"95","l31_70_top5_1215_00","2024-12-15","00:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"96","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"97","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"98","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"99","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"100","l31_70_top5_1215_08","2024-12-15","08:00","llama-3.1-70b",1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"101","l31_70_top5_1215_16","2024-12-15","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"102","l31_70_top5_1215_16","2024-12-15","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"103","l31_70_top5_1215_16","2024-12-15","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"104","l31_70_top5_1215_16","2024-12-15","16:00","llama-3.1-70b",1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
